date,likes,talking_about_count,checkins,found
26-Mar-15,115716,39427,0,yes
27-Mar-15,117717,38245,0,no
28-Mar-15,118564,36454,0,no
29-Mar-15,119936,35498,0,no
30-Mar-15,121239,35498,0,no
31-Mar-15,122473,34887,0,no
20-Apr-15,147431,30229,0,

