date,likes,talking_about_count,checkins,found
26-Mar-15,3338422,19891,0,yes
27-Mar-15,3339246,20537,0,no
28-Mar-15,3341529,24518,0,no
29-Mar-15,3342636,28341,0,no
30-Mar-15,3343352,28341,0,no
