date,likes,talking_about_count,checkins,found
26-Mar-15,36417,30552,200,yes
27-Mar-15,37219,31245,200,no
28-Mar-15,38561,28702,201,no
29-Mar-15,39239,27232,201,yes
30-Mar-15,40168,27232,201,no
31-Mar-15,40817,28251,203,yes
