date,likes,talking_about_count,checkins,found
04-Apr-15,205,2,0,yes
07-Apr-15,205,8,0,yes
08-Apr-15,206,10,0,yes
09-Apr-15,207,25,0,no
10-Apr-15,208,23,0,no
11-Apr-15,209,26,0,no
12-Apr-15,210,45,0,no
13-Apr-15,210,56,0,no
14-Apr-15,211,56,0,no
15-Apr-15,212,45,0,no
16-Apr-15,213,56,0,no
17-Apr-15,214,75,0,no
18-Apr-15,215,85,0,no
19-Apr-15,216,95,0,no
20-Apr-15,216,116,0,no
